brand,km_driven,fuel,owner,selling_price
Fiat,179588,Electric,Second Owner,3226663
Toyota,108602,Electric,Fourth Owner,3160143
Renault,233080,Diesel,Second Owner,2746754
Land Rover,39629,CNG,Third Owner,1047955
Jaguar,182982,Electric,Fourth Owner,792731
Chevrolet,224612,CNG,Third Owner,1330884
Force,129746,Diesel,Second Owner,3197038
Fiat,25431,CNG,Fourth Owner,3504472
Volkswagen,192805,Diesel,Third Owner,4639083
Citroen,45088,Petrol,First Owner,1317746
Honda,180207,Diesel,Third Owner,3928961
Mercedes,174087,Petrol,Fourth Owner,2876070
Renault,236110,Diesel,First Owner,3800534
Mahindra,36385,Electric,Second Owner,3975804
Toyota,75199,Electric,Second Owner,2934643
Datsun,43677,CNG,Third Owner,3470058
MG,123104,Diesel,Second Owner,1132945
Hyundai,17818,Diesel,Third Owner,4014865
Jeep,224294,Diesel,Third Owner,1021254
Nissan,68001,CNG,Third Owner,2864393
Toyota,160049,Electric,Third Owner,2085686
Isuzu,54832,Diesel,Fourth Owner,4573267
Mitsubishi,45931,CNG,Fourth Owner,259827
Datsun,88990,Diesel,First Owner,1174387
Skoda,214966,Petrol,First Owner,3545569
Audi,77204,Diesel,Second Owner,685484
Kia,50784,Petrol,Fourth Owner,4705864
Mahindra,111305,CNG,First Owner,120656
Audi,14921,CNG,Fourth Owner,4451758
Nissan,39959,Electric,Fourth Owner,4496725
Audi,37328,Diesel,Second Owner,2257726
Mini,144931,CNG,Second Owner,1609052
Jeep,94506,Electric,Third Owner,157529
Mahindra,79408,Diesel,Fourth Owner,2874324
Fiat,128852,CNG,Third Owner,2086517
Mahindra,220838,Petrol,Third Owner,3352469
Mini,31708,CNG,Third Owner,3252888
Toyota,23847,Petrol,Fourth Owner,4842185
Jaguar,60989,Electric,Fourth Owner,1589875
Toyota,228713,Electric,Third Owner,2741818
Porsche,130383,Diesel,Fourth Owner,1812427
Audi,9922,Diesel,Third Owner,2001444
Porsche,206000,Diesel,First Owner,2985043
Maruti,57335,Electric,Fourth Owner,4837897
Kia,131913,Petrol,Second Owner,3933780
Mini,149613,Diesel,Second Owner,4442565
Nissan,24551,Diesel,Third Owner,2261522
Mahindra,155453,Electric,First Owner,4558369
Volkswagen,118319,Petrol,Fourth Owner,3504469
Force,60673,CNG,Third Owner,2535562
Nissan,106531,Diesel,First Owner,1491086
Lexus,27948,CNG,First Owner,1153858
Porsche,97264,CNG,Fourth Owner,4804711
Porsche,64072,Diesel,Second Owner,3498350
Land Rover,72560,Electric,Second Owner,4008022
Porsche,218321,Diesel,First Owner,773265
Citroen,138558,Petrol,Second Owner,2330922
Tata,71691,Petrol,First Owner,4966556
Isuzu,146154,Diesel,First Owner,4866660
Tata,107781,CNG,First Owner,1744590
Volkswagen,89105,Petrol,Second Owner,2013710
Mahindra,12086,Petrol,Third Owner,1571481
Mini,132818,Diesel,Second Owner,1180180
Isuzu,72853,Diesel,Third Owner,3360479
Mitsubishi,106925,Electric,Second Owner,456671
Fiat,75027,Diesel,Fourth Owner,3131899
Mahindra,20916,Diesel,Fourth Owner,527531
Mercedes,20248,Petrol,Second Owner,1367653
Mini,204119,Petrol,Fourth Owner,408820
Renault,29226,Petrol,Fourth Owner,412058
Jeep,161097,CNG,Fourth Owner,3901823
Isuzu,243922,Petrol,Fourth Owner,2532046
Force,53380,Petrol,Third Owner,4318272
Ford,12848,Diesel,First Owner,3552496
Toyota,19274,Electric,Third Owner,4874338
MG,59545,Petrol,First Owner,1971505
Mini,101494,Electric,First Owner,500457
Volvo,120981,Petrol,Second Owner,816999
Toyota,171305,Petrol,Second Owner,641345
Citroen,21304,Electric,Second Owner,2735872
Audi,16294,Diesel,Second Owner,1772063
Mahindra,31425,Petrol,Second Owner,4550343
Mitsubishi,204783,Electric,Third Owner,3459633
MG,242225,Petrol,Third Owner,215864
Volvo,115777,CNG,Fourth Owner,4839841
Toyota,229383,CNG,Third Owner,546674
Mahindra,145497,CNG,Third Owner,4510569
Maruti,96549,CNG,Second Owner,581712
Lexus,98464,Diesel,Fourth Owner,2310498
MG,181062,CNG,Third Owner,2113748
Ford,111748,Electric,Third Owner,4273970
Volkswagen,209818,Petrol,Fourth Owner,3067026
Jeep,73295,Electric,First Owner,1138617
Honda,21091,CNG,Second Owner,1783950
Kia,124943,Diesel,Third Owner,4001848
Hyundai,136074,CNG,Third Owner,3525905
Maruti,55411,CNG,Fourth Owner,4853680
Lexus,177030,Diesel,Third Owner,3879017
Land Rover,100696,Diesel,Second Owner,4175196
Jeep,156779,Diesel,Third Owner,403149
Porsche,151320,Diesel,First Owner,3512278
Renault,76309,Diesel,Second Owner,4388842
Ford,214394,Diesel,First Owner,1604139
Volkswagen,187792,Petrol,Fourth Owner,828487
Honda,151109,CNG,Second Owner,2968600
Citroen,72421,CNG,Third Owner,1207511
Audi,241436,Diesel,Second Owner,4215981
Skoda,217939,Electric,Second Owner,4091254
Mahindra,45612,Diesel,Second Owner,3610004
Tata,224103,Petrol,First Owner,3122307
Chevrolet,18450,Electric,Fourth Owner,207396
Nissan,14491,Petrol,Second Owner,1158946
Fiat,122026,Electric,Third Owner,4076712
Mitsubishi,79804,Electric,Second Owner,499993
Datsun,98293,Diesel,Second Owner,1804049
Mitsubishi,124498,Petrol,Fourth Owner,2590899
Hyundai,243515,Electric,Third Owner,1807346
Honda,142863,Petrol,Third Owner,4893364
Audi,110475,Diesel,First Owner,3890543
Land Rover,33314,Diesel,Third Owner,3846711
MG,56883,Diesel,Third Owner,1051998
Honda,230191,Diesel,Third Owner,4610670
Mahindra,92086,CNG,Second Owner,796345
Porsche,201701,Electric,First Owner,721931
Fiat,106291,CNG,Third Owner,3998459
Audi,247223,Diesel,Third Owner,3553472
Tata,14967,Electric,Third Owner,4303757
Jeep,217826,Electric,Second Owner,4715441
Skoda,48220,Petrol,Second Owner,1477189
Audi,210235,Diesel,First Owner,2293696
Mini,141019,CNG,Fourth Owner,4057552
Citroen,175491,Petrol,First Owner,2360401
Chevrolet,61131,Electric,Second Owner,860780
Volvo,224786,CNG,Third Owner,1661523
Toyota,33876,Diesel,Third Owner,4120547
Isuzu,224516,CNG,First Owner,2601474
BMW,106448,CNG,Third Owner,1673656
Mahindra,156043,CNG,Second Owner,1159943
Audi,198611,Petrol,First Owner,1701432
Nissan,234192,Electric,Fourth Owner,2717632
Chevrolet,54228,CNG,Second Owner,425051
Toyota,79495,Electric,Second Owner,4868804
Mercedes,33261,Petrol,Third Owner,1846267
Ford,111601,Diesel,Second Owner,4953802
Maruti,66260,Diesel,Second Owner,3099421
Toyota,241070,CNG,Fourth Owner,3423912
Honda,217443,Petrol,Third Owner,4498605
Tata,220865,Diesel,Second Owner,3597284
Mercedes,139418,Petrol,Third Owner,794455
Maruti,232415,Petrol,Second Owner,2069433
Force,232026,CNG,Fourth Owner,1587924
BMW,61176,CNG,Third Owner,3825137
Tata,57300,Petrol,Third Owner,1725464
Audi,147412,Petrol,Fourth Owner,1506246
Toyota,38012,CNG,First Owner,2742873
Nissan,171465,Petrol,Second Owner,4540132
Jeep,107153,CNG,Second Owner,4386364
Citroen,211205,Electric,First Owner,3388893
Hyundai,161629,Petrol,Third Owner,2970708
Citroen,200276,CNG,Third Owner,4573132
Ford,78273,Petrol,Fourth Owner,4015379
Kia,117328,CNG,Fourth Owner,2912833
Force,115304,Petrol,Fourth Owner,315592
Land Rover,111637,Diesel,First Owner,675593
Mercedes,153348,Diesel,First Owner,555241
BMW,59639,Petrol,Third Owner,4440283
Mercedes,126939,Diesel,Fourth Owner,3037641
MG,12310,Petrol,Third Owner,4176153
Honda,171239,Petrol,First Owner,4380242
Porsche,107944,Electric,Second Owner,3947882
Kia,220952,Electric,Third Owner,3842626
Fiat,146463,Diesel,First Owner,553493
Isuzu,127013,Electric,Fourth Owner,4796384
Honda,186693,Electric,Second Owner,1009102
Porsche,146964,Petrol,Second Owner,689325
BMW,81733,CNG,Second Owner,4149474
Hyundai,214658,Petrol,Fourth Owner,3170828
Lexus,172214,Electric,Second Owner,3917935
Kia,181751,Petrol,First Owner,4033157
Hyundai,177687,Diesel,Third Owner,2874537
BMW,183625,CNG,Second Owner,984347
Jeep,114264,Electric,Second Owner,1548176
Honda,84071,Electric,First Owner,2013767
Hyundai,177074,Petrol,Fourth Owner,1421918
Lexus,244879,Petrol,Second Owner,1682246
Datsun,127611,Petrol,First Owner,1577257
Jaguar,75658,Petrol,First Owner,4549120
Mercedes,14852,Electric,Fourth Owner,2176491
Porsche,10387,Petrol,Fourth Owner,981936
Kia,132571,Electric,Third Owner,4572183
Isuzu,102295,Petrol,Second Owner,1778710
Toyota,135381,CNG,Third Owner,2824173
Ford,242007,CNG,First Owner,4285330
Nissan,44994,Petrol,Second Owner,2047243
Fiat,239484,Petrol,First Owner,926418
Volkswagen,121912,Diesel,First Owner,1171985
Mitsubishi,236486,CNG,First Owner,3706877
Lexus,169797,Electric,Fourth Owner,2314061
Renault,208754,CNG,Fourth Owner,704275
Mahindra,136632,Electric,Second Owner,2663426
Datsun,129210,Petrol,First Owner,552342
Datsun,61565,CNG,First Owner,1924843
Mitsubishi,6312,CNG,Second Owner,2545214
Lexus,154277,Diesel,Third Owner,4805011
Renault,130882,Diesel,First Owner,2718448
Kia,147667,CNG,Fourth Owner,538343
Jeep,92566,CNG,Third Owner,2081842
Renault,26329,CNG,Third Owner,3392377
Kia,239750,Electric,Third Owner,645219
Mercedes,73187,Petrol,Third Owner,4464654
Jaguar,80542,Diesel,Third Owner,4510957
Honda,113237,Petrol,Third Owner,4125367
Renault,119476,Diesel,Second Owner,3163859
Datsun,40645,Diesel,Second Owner,1809994
Nissan,92502,Diesel,Third Owner,4797377
Lexus,229454,CNG,Fourth Owner,3576923
Citroen,92310,Diesel,Second Owner,1407090
Volvo,74619,Petrol,Second Owner,168866
Mercedes,38513,Diesel,Third Owner,2821418
Porsche,13749,Petrol,Fourth Owner,1061329
Ford,166855,Diesel,Third Owner,3197937
Jaguar,65645,Diesel,Fourth Owner,3916352
Mercedes,218933,CNG,Fourth Owner,4845207
Mini,58175,Petrol,First Owner,3882914
Kia,220288,Diesel,Second Owner,2581776
Maruti,198781,Diesel,Third Owner,535938
Mitsubishi,153395,Petrol,Second Owner,3935968
Datsun,55762,Diesel,Second Owner,3460930
Land Rover,224292,Electric,Fourth Owner,967491
Jaguar,69222,CNG,Second Owner,1208006
BMW,170565,Petrol,First Owner,2514911
Porsche,194400,CNG,Third Owner,1449957
MG,17213,Electric,Second Owner,2873248
Mercedes,102367,Electric,Third Owner,4956007
Audi,243904,Electric,Second Owner,1688661
Maruti,183002,Petrol,Third Owner,3561729
Land Rover,163785,Electric,Third Owner,2829063
Renault,112157,Petrol,Third Owner,4205096
Kia,208795,Petrol,Second Owner,1478281
BMW,234408,Diesel,First Owner,3900612
Jaguar,37583,Petrol,Third Owner,2852617
Hyundai,133792,Electric,Fourth Owner,719194
Fiat,249269,Petrol,Fourth Owner,3003060
Chevrolet,84944,Petrol,Fourth Owner,3965235
Toyota,27369,CNG,First Owner,4753754
Maruti,184000,Electric,Third Owner,1848166
Lexus,205022,Petrol,First Owner,665994
MG,120844,Diesel,Third Owner,1105163
Nissan,24510,Petrol,First Owner,4883624
Hyundai,17120,Petrol,Third Owner,775235
Tata,104847,CNG,Fourth Owner,3576705
Land Rover,103575,Electric,Third Owner,2022335
Hyundai,134269,Electric,First Owner,2400993
Force,10295,Diesel,Third Owner,2330115
Mitsubishi,25460,Diesel,Second Owner,2769034
Tata,19963,Diesel,Third Owner,1474910
Maruti,82116,Petrol,Fourth Owner,1543831
Skoda,223894,Petrol,Third Owner,1430393
Honda,32328,Diesel,Second Owner,2239564
Jaguar,89629,Electric,Second Owner,1384597
Datsun,129034,Electric,Second Owner,1268025
Lexus,26605,Diesel,First Owner,259508
Isuzu,115901,CNG,Second Owner,4263153
Toyota,180885,Electric,First Owner,1287834
MG,182443,Electric,Second Owner,1998716
Lexus,113241,Diesel,First Owner,765879
BMW,52598,Electric,Second Owner,904462
Honda,196848,Petrol,Second Owner,2536187
Porsche,77258,Petrol,Third Owner,3694763
Skoda,45969,Electric,Second Owner,2439482
Volkswagen,172984,Petrol,Third Owner,4513391
Porsche,174446,CNG,Second Owner,2843003
Citroen,208374,Electric,Second Owner,3463163
Ford,67784,Diesel,Third Owner,4014988
Jaguar,185954,Petrol,Third Owner,2255429
Mahindra,152000,CNG,First Owner,4848969
Kia,26274,CNG,Fourth Owner,748314
Volkswagen,134994,Petrol,Third Owner,1455676
Jeep,39416,CNG,First Owner,4400321
Mahindra,222220,Electric,Second Owner,4392988
BMW,197070,CNG,Third Owner,617634
MG,105434,Petrol,Third Owner,3421135
Nissan,248768,CNG,Second Owner,4851884
Honda,165119,Petrol,Second Owner,3696238
Datsun,179428,Petrol,Second Owner,2788069
Mini,173206,CNG,Second Owner,589760
Mahindra,203114,Petrol,Fourth Owner,3180296
Datsun,56310,Petrol,Third Owner,2420696
Chevrolet,85758,Diesel,Second Owner,3722540
BMW,148435,Electric,Second Owner,648576
Honda,221221,Petrol,Fourth Owner,4908539
Renault,180635,Electric,Third Owner,1513940
Audi,35628,Diesel,First Owner,145091
Jaguar,244234,Diesel,Third Owner,1790486
Chevrolet,246992,Diesel,First Owner,2669240
Tata,74672,Diesel,Fourth Owner,2387440
Volkswagen,51246,Electric,Second Owner,596676
Land Rover,147233,CNG,Fourth Owner,3099314
Honda,237065,CNG,Third Owner,2903509
Hyundai,94110,Electric,Second Owner,2135117
Force,228510,Petrol,Third Owner,1592485
Hyundai,7810,Electric,First Owner,968818
Honda,195932,Petrol,Third Owner,2021222
MG,213271,Petrol,Fourth Owner,4558039
Chevrolet,76688,CNG,Fourth Owner,768882
Jaguar,70548,Diesel,Fourth Owner,3376384
MG,198435,CNG,Second Owner,2540985
Mahindra,16162,CNG,Third Owner,4527752
Mitsubishi,92858,Electric,Second Owner,3380372
Hyundai,78535,Electric,Third Owner,2389904
Mitsubishi,143291,Petrol,First Owner,3566409
Fiat,75864,Electric,Third Owner,3278789
Porsche,139693,Petrol,Third Owner,4123193
Maruti,123371,Petrol,Third Owner,2940290
Toyota,94792,Diesel,Third Owner,1084378
Chevrolet,180505,Diesel,First Owner,4094067
Maruti,212922,CNG,Second Owner,1951159
Chevrolet,71188,Diesel,Fourth Owner,716814
Renault,191023,Petrol,Third Owner,2671284
Porsche,86718,Electric,Fourth Owner,407957
Chevrolet,243188,Diesel,Fourth Owner,2710265
Fiat,41558,Diesel,Fourth Owner,1332275
Jaguar,133938,Diesel,Fourth Owner,2616485
Honda,151731,Diesel,Third Owner,4975147
Honda,39413,Petrol,Fourth Owner,4821680
Tata,15435,Petrol,Third Owner,4972843
BMW,189983,CNG,First Owner,672242
Mitsubishi,33067,Electric,Second Owner,2734279
Nissan,92794,CNG,Second Owner,2905415
Land Rover,98823,CNG,Third Owner,2870993
Hyundai,74224,Diesel,Third Owner,4653737
Mercedes,209297,Electric,Second Owner,2721277
Land Rover,6379,Diesel,Fourth Owner,182307
Hyundai,107547,Petrol,Third Owner,1640394
Toyota,113541,CNG,Fourth Owner,4560509
Mitsubishi,163696,Electric,Third Owner,1653175
Volkswagen,227572,Petrol,Third Owner,4469549
Toyota,224499,CNG,First Owner,2071369
Nissan,119634,Electric,First Owner,1386592
Citroen,133701,CNG,Second Owner,1453662
Kia,62745,Electric,First Owner,1956643
Citroen,187877,CNG,First Owner,4478139
Nissan,108915,Diesel,Second Owner,1986080
Chevrolet,148588,CNG,Fourth Owner,4447754
Jaguar,215494,CNG,First Owner,3427226
MG,221915,Electric,Fourth Owner,2048265
Fiat,134560,Electric,Second Owner,489892
Citroen,160915,Diesel,Third Owner,655872
BMW,248092,Electric,Fourth Owner,4484335
Fiat,141984,CNG,Second Owner,4299287
Skoda,157586,Electric,Fourth Owner,4849489
Datsun,223431,Electric,Second Owner,4990266
Hyundai,193104,Electric,Second Owner,3583906
Citroen,164869,Diesel,Third Owner,2246563
Lexus,142521,Diesel,Fourth Owner,3707686
Volvo,137797,Petrol,Third Owner,2698376
Volvo,86406,Diesel,Third Owner,4518926
Ford,14304,Diesel,Fourth Owner,4922074
Volvo,209130,Diesel,Fourth Owner,4087770
Hyundai,130555,CNG,Second Owner,4973353
Mahindra,149735,Petrol,Fourth Owner,950374
Mitsubishi,75320,CNG,Second Owner,3225862
Hyundai,211080,Diesel,Second Owner,377382
Datsun,99488,Diesel,Second Owner,3044008
Skoda,80591,Petrol,Second Owner,255879
MG,100044,Petrol,Second Owner,111204
Fiat,148748,Electric,Second Owner,3095773
Mini,30192,Diesel,Fourth Owner,2680797
Volkswagen,160794,Diesel,Fourth Owner,3245702
Tata,143518,CNG,First Owner,4580745
Lexus,124304,Electric,Fourth Owner,3582710
Volvo,140797,Diesel,Third Owner,3556778
Tata,221669,CNG,First Owner,1870187
Honda,249145,Petrol,Fourth Owner,2651116
Land Rover,93207,CNG,Third Owner,3252951
Tata,193704,Diesel,Fourth Owner,506637
Citroen,203017,CNG,Second Owner,4177298
Datsun,78741,CNG,First Owner,908008
Chevrolet,21365,Electric,Second Owner,352787
Volvo,70792,Electric,First Owner,3852137
Audi,200929,Petrol,First Owner,1806076
Renault,151776,Electric,Second Owner,159016
Renault,55575,CNG,First Owner,4417809
Citroen,165974,Electric,First Owner,2995606
Maruti,124641,Diesel,Fourth Owner,4615670
Toyota,237366,CNG,Third Owner,118328
Toyota,137267,CNG,Second Owner,1933903
Audi,58517,CNG,Fourth Owner,2774132
Mercedes,39012,Diesel,Fourth Owner,2798087
Jeep,147487,CNG,Second Owner,1590130
Ford,175606,Electric,First Owner,1732826
Audi,26686,Diesel,Second Owner,1246011
Citroen,213270,CNG,Third Owner,1550615
Jaguar,164815,Electric,Third Owner,1705953
Fiat,37161,Electric,Second Owner,2480349
Jaguar,197385,Petrol,Fourth Owner,1238417
Toyota,244689,Electric,Second Owner,2255972
Citroen,7402,Electric,Third Owner,217949
BMW,68190,Petrol,Second Owner,4011554
Audi,188623,Petrol,First Owner,2642871
MG,18275,Diesel,Second Owner,4383304
Ford,164254,Electric,Fourth Owner,3481551
Jaguar,19915,Diesel,First Owner,4689936
Datsun,5909,Diesel,Third Owner,4990100
Fiat,119110,CNG,Second Owner,1036199
Honda,70908,Diesel,Fourth Owner,2198381
Audi,132337,Diesel,Fourth Owner,560282
Force,27620,Diesel,Third Owner,1584139
Citroen,39112,Diesel,Second Owner,361882
Porsche,210123,Petrol,Fourth Owner,2298253
Chevrolet,7431,Electric,First Owner,2151904
Audi,91590,CNG,Second Owner,2416140
Ford,67175,Petrol,Third Owner,1676128
Fiat,122472,CNG,First Owner,4110389
Porsche,37624,CNG,Second Owner,3166813
Ford,212193,Petrol,Fourth Owner,1406802
Datsun,66264,Diesel,Third Owner,3567695
Lexus,118766,Petrol,Third Owner,2217008
Hyundai,168030,CNG,Second Owner,4125062
Datsun,137767,CNG,Third Owner,4526050
Force,105211,Diesel,First Owner,3485019
Land Rover,124502,Petrol,Second Owner,176174
Porsche,186004,Electric,First Owner,4940747
BMW,235395,CNG,Third Owner,4861133
Volkswagen,49225,Petrol,Third Owner,4850815
Land Rover,137475,Diesel,Third Owner,4822533
Mahindra,219418,Diesel,First Owner,1484643
Lexus,210463,Electric,Third Owner,3609267
Isuzu,174708,CNG,Second Owner,4790542
Mini,15839,Electric,Fourth Owner,3860831
Audi,201618,Electric,Second Owner,3562576
Ford,240706,Electric,Fourth Owner,4282898
Maruti,183901,Electric,Third Owner,2223177
Nissan,145302,Diesel,Second Owner,707460
Land Rover,56977,CNG,First Owner,993451
Isuzu,176304,Electric,Fourth Owner,1978232
MG,118050,CNG,First Owner,3259005
Nissan,237379,Diesel,Fourth Owner,2114798
Land Rover,230864,Diesel,Third Owner,2166806
Land Rover,30651,Petrol,Second Owner,3122195
MG,102919,Petrol,Fourth Owner,3403611
Ford,44963,CNG,Second Owner,978896
Nissan,191944,Petrol,Fourth Owner,2905945
Toyota,122776,Electric,Fourth Owner,4004045
Jeep,84198,CNG,Third Owner,3974657
Honda,149811,Diesel,Fourth Owner,4744336
Jeep,135697,Diesel,First Owner,2440453
Citroen,68294,Electric,Fourth Owner,3819424
Skoda,184428,Petrol,Fourth Owner,2733438
Land Rover,6789,CNG,Fourth Owner,2341988
Jaguar,155492,CNG,Third Owner,836754
Lexus,94297,Electric,Second Owner,2694372
Land Rover,241974,Petrol,Second Owner,1863524
Isuzu,173678,CNG,Third Owner,2390622
Datsun,174712,Electric,First Owner,2320514
Toyota,123341,CNG,First Owner,4835326
Hyundai,49135,Diesel,Third Owner,2664744
Jaguar,42067,CNG,Second Owner,832958
Renault,194492,CNG,First Owner,565796
Citroen,22357,CNG,Third Owner,2320259
MG,175923,Petrol,Second Owner,2219465
Mercedes,43262,Petrol,First Owner,1009736
Honda,212925,Electric,First Owner,538995
Tata,63643,Petrol,Third Owner,4727701
Fiat,157606,CNG,Second Owner,1297853
Jaguar,96270,CNG,First Owner,1399225
Fiat,237505,Petrol,Third Owner,1685328
BMW,168944,Petrol,First Owner,471230
Mahindra,241809,CNG,Second Owner,651420
Land Rover,143761,CNG,Fourth Owner,4345041
Mahindra,74103,Diesel,First Owner,596179
Nissan,91268,Electric,Second Owner,4752069
Jeep,91310,Petrol,First Owner,2232458
Tata,224803,Electric,Fourth Owner,2241910
Jeep,42412,CNG,Fourth Owner,354062
Mini,52734,Electric,First Owner,3081976
Tata,245706,Petrol,Third Owner,4250389
Tata,92793,Petrol,First Owner,2444853
Maruti,206002,Electric,Second Owner,1812199
Hyundai,237910,Petrol,Third Owner,2782254
Citroen,27228,Diesel,Second Owner,1402931
Renault,125627,CNG,Second Owner,4148546
Fiat,82924,CNG,Third Owner,1062810
Maruti,16319,Petrol,Fourth Owner,1651204
Mahindra,11475,CNG,Second Owner,4793186
MG,233163,Diesel,First Owner,4664986
Isuzu,219766,Petrol,Fourth Owner,761051
Citroen,150800,Diesel,Fourth Owner,3202305
Mercedes,246382,Diesel,Third Owner,233025
Land Rover,34545,CNG,First Owner,694787
Citroen,101636,CNG,First Owner,1121794
Skoda,217758,Electric,Fourth Owner,2696424
Lexus,234822,Diesel,Second Owner,193405
Hyundai,234484,CNG,Second Owner,2011989
Mercedes,197828,Diesel,First Owner,3188639
Force,204847,Electric,Fourth Owner,4329003
